SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES,GROUP
Pueraria lobata,PUELOB,(Willd.) Ohwi,0,syn,KUDZU,Fabaceae,,(UPL),vine,W,advent,PUMOL,,DI,adventive,,,,,
Pycnanthemum incanum,PYCINC,(L.) Michx.,6,,HOARY MOUNTAIN-MINT,Lamiaceae,,(UPL),forb,PE,shade,PYIN,,DI,native,,,,,
Pycnanthemum muticum,PYCMUT,(Michx.) Pers.,6,,BLUNT MOUNTAIN-MINT,Lamiaceae,,FACW,forb,PE,partial,PYMU,,DI,native,FACW,FAC,FAC,,
Pycnanthemum pycnanthemoides,PYCPYC,(Leavenw.) Fernald,6,,SOUTHERN MOUNTAIN-MINT,Lamiaceae,389.00,(UPL),forb,PE,shade,PYPY,,DI,native,,,,,
Pycnanthemum sp.,PYCNAN,ND,,,ND,Lamiaceae,,ND,forb,PE,ND,PYCNA,,DI,,,,,,
Pycnanthemum tenuifolium,PYCTEN,Schrad.,4,,NARROW-LEAVED MOUNTAIN-MINT,Lamiaceae,,FACW,forb,PE,full,PYTE,,DI,native,FACW,FAC,FAC,,
Pycnanthemum verticillatum var. pilosum,PYCVERP,(Nutt.) Cooperrider,5,syn,HAIRY MOUNTAIN-MINT,Lamiaceae,,(FAC),forb,PE,partial,PYVEP,T,DI,native,FAC,UPL,FACU,,
Pycnanthemum verticillatum var. verticillatum,PYCVERV,(Michx.) Pers.,4,,WHORLED MOUNTAIN-MINT,Lamiaceae,,(FAC),forb,PE,partial,PYVEV,,DI,native,FAC,UPL,FACU,,
Pycnanthemum virginianum,PYCVIR,(L.) Durand & B.D. Jackson,4,,VIRGINIA MOUNTAIN-MINT,Lamiaceae,,FAC,forb,PE,full,PYVI,,DI,native,FAC,FACW,FACW,,
Pyrola chlorantha,PYRCHL,Sw.,8,,GREEN-FLOWERED WINTERGREEN,Pyrolaceae,,(FACU),forb,PE,shade,PYCH,E,DI,native,UPL,FACU,FACU,,
Pyrola elliptica,PYRELL,Nutt.,7,,SHINLEAF,Pyrolaceae,,(UPL),forb,PE,shade,PYEL,,DI,native,UPL,FACU,FACU,,
Pyrola rotundifolia var. americana,PYRROT,(Sweet) Fernald,7,syn,ROUND-LEAVED WINTERGREEN,Pyrolaceae,,FAC,forb,PE,shade,PYAM,,DI,native,FAC,FACU,FAC,syn. Pyrola americana,
Pyrola secunda,PYRSEC,L.,8,syn,ONE-SIDED WINTERGREEN,Pyrolaceae,390.00,FAC,forb,PE,shade,ORSE,X,DI,native,FAC,FAC,FAC,syn. Orthilia secunda,
Pyrola sp.,PYROLA,ND,,,ND,Pyrolaceae,,ND,forb,PE,shade,PYROL,,DI,,,,,,
Pyroloa sp.,PYROLA,ND,*,,ND,Pyrolaceae,,,forb,PE,shade,,,,,,,,,DI
Pyrus angustifolia,PYRANG,Aiton,5,syn,NARROW-LEAVED CRABAPPLE,Rosaceae,,(UPL),sm tree,W,full,MAANA,X,DI,native,,,,,
Pyrus calleryana,PYRCAL,Decn.,0,,CALLIERY PEAR,Rosaceae,,(UPL),sm tree,W,full,PYCA80,,DI,adventive,,,,,
Pyrus callieryana,PYRCAL,Decn.,0,,CALLIERY PEAR,Rosaceae,,,sm tree,W,full,,,,,,,,,DI
Pyrus communis,PYRCOM,L.,0,,PEAR,Rosaceae,,(UPL),sm tree,W,full,PYCO,,DI,adventive,,,,,
Pyrus coronaria,PYRCOR,L.,3,syn,WILD CRABAPPLE,Rosaceae,391.00,(UPL),sm tree,W,full,MACO5,,DI,native,,,,,
Pyrus floribunda,PYRFLO,,,,,,,,,,,,,,,,,,,
Pyrus ioensis,PYRIOE,(A.W. Wood) L.H Bailey,0,syn,PRAIRIE CRABAPPLE,Rosaceae,,(UPL),sm tree,W,full,MAIOI,,DI,adventive,,,,,
Pyrus malus,PYRMAL,L.,0,syn,APPLE,Rosaceae,,(UPL),sm tree,W,full,MASY2,,DI,adventive,,,,,
Pyrus sp.,PYRUS,ND,,,ND,Rosaceae,,UPL,sm tree,W,ND,PYRUS,,DI,,,,,,
Quercus alba,QUEALB,L.,6,,WHITE OAK,Fagaceae,,FACU-,tree,W,tree,QUAL,,DI,native,FACU,FACU,FACU,,
Quercus bicolor,QUEBIC,Willd.,7,,SWAMP WHITE OAK,Fagaceae,,FACW+,tree,W,tree,QUBI,,DI,native,FACW,FACW,FACW,,
Quercus coccinea,QUECOC,Muenchh.,6,,SCARLET OAK,Fagaceae,392.00,(UPL),tree,W,tree,QUCO2,,DI,native,,,,,
Quercus falcata,QUEFAL,Michx.,7,,SPANISH OAK,Fagaceae,,FACU-,tree,W,tree,QUFA,T,DI,native,FACU,FACU,FACU,,
Quercus imbricaria,QUEIMB,Michx.,5,,SHINGLE OAK,Fagaceae,,FAC,tree,W,tree,QUIM,,DI,native,FAC,FACU,FACU,,
Quercus macrocarpa,QUEMAC,Michx.,6,,BUR OAK,Fagaceae,,FAC-,tree,W,tree,QUMA2,,DI,native,FAC,FAC,FACU,,
Quercus marilandica,QUEMAR,Munchh.,8,,BLACKJACK OAK,Fagaceae,,(UPL),tree,W,tree,QUMA3,P,DI,native,,,,,
Quercus muehlenbergii,QUEMUE,Engelm.,7,,CHINQUAPIN OAK,Fagaceae,,UPL,tree,W,tree,QUMU,,DI,native,UPL,FACU,FACU,,
Quercus palustris,QUEPAL,Muenchh.,5,,PIN OAK,Fagaceae,,FACW,tree,W,tree,QUPA2,,DI,native,FACW,FACW,FACW,,
Quercus prinus,QUEPRI,L.,7,,ROCK CHESTNUT OAK,Fagaceae,393.00,(UPL),tree,W,tree,QUPR2,,DI,native,UPL,FACU,UPL,,
Quercus rubra,QUERUB,L.,6,syn,RED OAK,Fagaceae,394.00,FACU-,tree,W,tree,QURU,,DI,native,FACU,FACU,FACU,,
Quercus shumardii,QUESHU,Buckley,7,,SHUMARD OAK,Fagaceae,,FAC+,tree,W,tree,QUSH,,DI,native,FAC,FACW,FACW,,
Quercus sp.,QUERCU,ND,,,ND,Fagaceae,,ND,tree,W,tree,QUERC,,DI,,,,,,
Quercus stellata,QUESTE,Wangenh.,7,,POST OAK,Fagaceae,,(UPL),tree,W,tree,QUST,,DI,native,UPL,FACU,FACU,,
Quercus velutina,QUEVEL,Lam.,7,,BLACK OAK,Fagaceae,,(UPL),tree,W,tree,QUVE,,DI,native,,,,,
Ranunculus abortivus,RANABO,L.,1,,KIDNEY-LEAVED BUTTERCUP,Ranunculaceae,,FACW-,forb,PE,shade,RAAB,,DI,native,FACW,FACW,FAC,,
Ranunculus acris,RANACR,L.,0,,TALL BUTTERCUP,Ranunculaceae,,FAC+,forb,PE,advent,RAAC3,,DI,adventive,FAC,FAC,FAC,,
Ranunculus allegheniensis,RANALL,Britton,5,,ALLEGHENY CROWFOOT,Ranunculaceae,,FAC,forb,PE,shade,RAAL2,,DI,native,FAC,FAC,FAC,,
Ranunculus ambigens,RANAMB,S. Watson,8,,WATER-PLANTAIN SPEARWORT,Ranunculaceae,,OBL,forb,PE,partial,RAAM,X,DI,native,OBL,OBL,OBL,,
Ranunculus bulbosus,RANBUL,L.,0,,BULBOUS BUTTERCUP,Ranunculaceae,,UPL,forb,PE,advent,RABU,,DI,adventive,UPL,FAC,FACW,,
Ranunculus fascicularis,RANFAS,Muhl. ex Bigelow,6,,EARLY BUTTERCUP,Ranunculaceae,,FACU,forb,PE,partial,RAFA,T,DI,native,FACU,FACU,FACU,,
Ranunculus ficaria,RANFIC,L.,0,,LESSER CELADINE,Ranunculaceae,,FAC,forb,PE,advent,RAFI,,DI,adventive,FAC,FAC,FACW,syn. Ficaria verna,
Ranunculus flabellaris,RANFLA,Raf.,8,,YELLOW WATER-BUTTERCUP,Ranunculaceae,,OBL,forb,PE,partial,RAFL,,DI,native,OBL,OBL,OBL,,
Ranunculus hispidus,RANHIS,Michx.,4,syn,NORTHERN SWAMP BUTTERCUP,Ranunculaceae,395.00,FAC,forb,PE,shade,RAHI,,DI,native,FAC,FAC,FAC,,
Ranunculus longirostris,RANLON,Nutt.,5,syn,WHITE WATER CROWFOOT,Ranunculaceae,,OBL,forb,PE,full,RALO2,,DI,native,OBL,OBL,OBL,,
Ranunculus micranthus,RANMIC,Nutt.,5,,SMALL-FLOWERED CROWFOOT,Ranunculaceae,,FACU,forb,PE,shade,RAMI2,,DI,native,FACU,FACU,FACU,,
Ranunculus pensylvanicus,RANPEN,L.f.,4,,BRISTLY CROWFOOT,Ranunculaceae,,OBL,forb,PE,full,RAPE2,,DI,native,OBL,OBL,OBL,,
Ranunculus pusillus,RANPUS,Poir.,8,,LOW SPEARWORT,Ranunculaceae,,OBL,forb,AN,full,RAPU,E,DI,native,OBL,OBL,OBL,,
Ranunculus recurvatus,RANREC,Poir.,3,,HOOKED CROWFOOT,Ranunculaceae,,FAC+,forb,PE,shade,RARE2,,DI,native,FAC,FACW,FACW,,
Ranunculus repens,RANREP,L.,0,,CREEPING BUTTERCUP,Ranunculaceae,396.00,FAC,forb,PE,advent,RARE3,,DI,adventive,FAC,FAC,FAC,,
Ranunculus sceleratus,RANSCE,L.,1,,CURSED CROWFOOT,Ranunculaceae,,OBL,forb,PE,full,RASC3,,DI,native,OBL,OBL,OBL,,
Ranunculus sp.,RANUNC,ND,,,ND,Ranunculaceae,,ND,forb,ND,ND,RANUN,,DI,,,,,,
Ranunculus testiculatus,RANTES,Crantz,0,syn,BUR BUTTERCUP,Ranunculaceae,,(UPL),forb,AN,advent,CETE5,,DI,adventive,,,,,
Raphanus raphanistrum,RAPRAP,L.,0,,JOINTED CHARLOCK,Brassicaceae,,(FACU),forb,BI,advent,RARA2,,DI,adventive,,,,,
Raphanus sativus,RAPSAT,L.,0,,RADISH,Brassicaceae,,(FACU),forb,BI,advent,RASA2,,DI,adventive,,,,,
Raphanus sp.,RASPP,ND,,,ND,Brassicaceae,,(FACU),forb,BI,advent,RAPHA,,DI,,,,,,
Ratibida pinnata,RATPIN,(Vent.) Barnhart,5,,GRAY-HEADED CONEFLOWER,Asteraceae,,(UPL),forb,PE,full,RAPI,,DI,native,,,,,
Reseda alba,RESALB,L.,0,,MIGNONETTE,Resedaceae,,(UPL),forb,AN,advent,REAL,,DI,adventive,,,,,
Reseda luteola,RESLUT,L.,0,,YELLOW-WEED,Resedaceae,,(UPL),forb,AN,advent,RELU2,,DI,adventive,,,,,
Reseda sp.,RESSPP,ND,,,ND,Resedaceae,,(UPL),forb,AN,advent,RESED,,DI,,,,,,
Rhamnus alnifolia,RHAALN,L'Her,8,,ALDER-LEAVED BUCKTHORN,Rhamnaceae,,OBL,shrub,W,partial,RHAL,,DI,native,OBL,OBL,OBL,,
Rhamnus caroliniana,RHACAR,Walter,4,syn,CAROLINA BUCKTHORN,Rhamnaceae,397.00,FAC,shrub,W,partial,FRCA13,,DI,native,FAC,FAC,FAC,syn. Frangula caroliniana,
Rhamnus cathartica,RHACAT,L.,0,,EUROPEAN BUCKTHORN,Rhamnaceae,,FACU+,sm tree,W,advent,RHCA3,,DI,adventive,FACU,FAC,FAC,,
Rhamnus frangula,RHAFRA,L.,0,syn,GLOSSY BUCKTHORN,Rhamnaceae,,FAC,shrub,W,advent,FRAL4,,DI,adventive,FAC,FACW,FAC,syn. Frangula alnus,
Rhamnus lanceolata,RHALAN,Pursh,4,,LANCE-LEAVED BUCKTHORN,Rhamnaceae,398.00,(FACU-),shrub,W,partial,RHLA,,DI,native,FAC,FACW,FACW,,
Rhamnus sp.,RHAMNU,ND,,,ND,Rhamnaceae,,ND,ND,W,ND,RHAMN,,DI,,,,,,
Rheum rhabarbarum,RHERHA,L.,0,,RHUBARB,Polygonaceae,,(FACU-),forb,PE,advent,RHRH2,,DI,adventive,,,,,
Rhexia virginica,RHEVIR,L.,7,,VIRGINIA MEADOW-BEAUTY,Melastomataceae,,OBL,forb,PE,full,RHVI,P,DI,native,OBL,OBL,OBL,,
Rhododendron calendulaceum,RHOCAL,(Michx.) Torr.,8,,FLAME AZALEA,Ericaceae,,(UPL),shrub,W,shade,RHCA4,E,DI,native,,,,,
Rhododendron maximum,RHOMAX,L.,8,,GREAT RHODEDENDRON,Ericaceae,,FAC,shrub,W,shade,RHMA4,T,DI,native,FAC,FAC,FAC,,
Rhododendron periclymenoides,RHOPER,(Michx.) Shinners,7,syn,PINKSTER-FLOWER,Ericaceae,,FAC,shrub,W,shade,RHPE4,T,DI,native,FAC,FAC,FAC,,
Rhododendron prinophyllum,RHOPRI,(Small) Millais,7,,ROSE-SHELL AZALEA,Ericaceae,,FAC,shrub,W,shade,RHPR,P,DI,native,FAC,FAC,FAC,,
Rhododendron sp.,RHODOD,ND,,,ND,Ericaceae,,ND,shrub,W,shade,RHODO,,DI,adventive,,,,,
Rhus aromatica Aiton var. arenaria,RHUAARE,(Greene) Fernald,10,,BEACH SUMAC,Anacardiaceae,,(UPL),shrub,W,full,RHARA,X,DI,native,UPL,UPL,UPL,syn. Rhus aromatica,
Rhus aromatica var. arenaria,RHUAARE,(Greene) Fernald,10,,BEACH SUMAC,Anacardiaceae,,,shrub,W,full,,,,,,,,,DI
Rhus aromatica var. aromatica,RHUAARO,Aiton,3,,FRAGRANT SUMAC,Anacardiaceae,,(UPL),shrub,W,full,RHARA2,,DI,native,UPL,UPL,UPL,syn. Rhus aromatica,
Rhus copallinum,RHUCOP,L.,4,,WINGED SUMAC,Anacardiaceae,399.00,FACU-,shrub,W,full,RHCO,,DI,native,FACU,UPL,UPL,,
Rhus glabra,RHUGLA,L.,2,,SMOOTH SUMAC,Anacardiaceae,,(UPL),shrub,W,full,RHGL,,DI,native,,,,,
Rhus sp.,RHUS,ND,,,ND,Anacardiaceae,,ND,shrub,W,full,RHUS,,DI,,,,,,
Rhus typhina,RHUTYP,L.,2,,STAGHORN SUMAC,Anacardiaceae,,(UPL),shrub,W,full,RHTY,,DI,native,,,,,
Rhynchospora alba,RHYALB,(L.) Vahl,10,,WHITE BEAK-RUSH,Cyperaceae,,OBL,sedge,PE,full,RHAL3,P,MO,native,OBL,OBL,OBL,,
Rhynchospora capillacea,RHYCPC,Torr.,9,,NEEDLE BEAK-RUSH,Cyperaceae,,OBL,sedge,PE,full,RHCA11,,MO,native,OBL,OBL,OBL,,
Rhynchospora capitellata,RHYCPT,(Michx.) Vahl,7,,BROWNISH BEAK-RUSH,Cyperaceae,,OBL,sedge,PE,full,RHCA12,,MO,native,OBL,OBL,OBL,,
Rhynchospora recognita,RHYREC,(Gale) Kral,10,syn,GRASS-LIKE BEAK-RUSH,Cyperaceae,400.00,(FACW),sedge,PE,full,RHRE8,E,MO,native,FACW,,,,
Rhynchospora sp.,RHYNCH,ND,,,ND,Cyperaceae,,ND,sedge,PE,full,RHYNC3,,MO,,,,,,
Ribes americanum,RIBAME,Mill.,4,,WILD BLACK CURRANT,Grossulariaceae,,FACW,shrub,W,partial,RIAM2,,DI,native,FACW,FACW,FACW,,
Ribes cynosbati,RIBCYN,L.,3,,DOGBERRY,Grossulariaceae,401.00,(UPL),shrub,W,partial,RICY,,DI,native,FACU,FAC,FACU,,
Ribes glandulosum,RIBGLA,Grauer,10,,SKUNK CURRANT,Grossulariaceae,,FACW,shrub,W,partial,RIGL,X,DI,native,FACW,FACW,FACW,,
Ribes hirtellum,RIBHIR,Michx.,7,,SWAMP GOOSEBERRY,Grossulariaceae,402.00,FAC,shrub,W,partial,RIHI,,DI,native,FAC,FACW,FACW,,
Ribes missouriense,RIBMIS,Nutt.,8,,MISSOURI GOOSEBERRY,Grossulariaceae,,(UPL),shrub,W,partial,RIMI,T,DI,native,,,,,
Ribes odoratum,RIBODO,H. Wendl.,0,,BUFFALO CURRANT,Grossulariaceae,,FACU,shrub,W,advent,RIAUV,,DI,adventive,FACW,FAC,FACU,syn. Ribes aureum,
Ribes rotundifolium,RIBROT,Michx.,0,,APPALACHIAN GOOSEBERRY,Grossulariaceae,,(UPL),shrub,W,advent,RIRO2,,DI,adventive,,,,,
Ribes sativum,RIBSAT,Syme,0,syn,GARDEN RED CURRANT,Grossulariaceae,,(UPL),shrub,W,advent,RIRU80,,DI,adventive,,,,,
Ribes sp.,RIBES,ND,,,ND,Grossulariaceae,,ND,shrub,W,ND,RIBES,,DI,,,,,,
Ribes triste,RIBTRI,Pall.,8,,SWAMP RED CURRANT,Grossulariaceae,,OBL,shrub,W,full,RITR,E,DI,native,OBL,OBL,OBL,,
Ribes uva-crispa,RIBUVA,L.,0,,GARDEN GOOSEBERRY,Grossulariaceae,,(FACU-),shrub,W,advent,RIUV80,,DI,adventive,,,,,
Riccia fluitans,RICFLU,L.,,,ND,Ricciaceae,,ND,bryo,BR,bryo,RIFL4,,BR,adventive,,,,,
Ricciocarpos natans,RICNAT,(L.) Corda,,,ND,Ricciaceae,,ND,bryo,BR,bryo,RINA2,,BR,adventive,,,,,
Ricinus communis,RICCOM,L.,0,,CASTOR-BEAN,Euphorbiaceae,,(UPL),forb,AN,advent,RICO3,,DI,adventive,UPL,FACU,FACU,,
Robinia hispida,ROBHIS,L.,0,,BRISTLY LOCUST,Fabaceae,,(UPL),shrub,W,advent,ROHI,,DI,adventive,,,,,
Robinia pseudoacacia,ROBPSE,L.,0,,BLACK LOCUST,Fabaceae,,FACU-,tree,W,tree,ROPS,,DI,native,FACU,FACU,FACU,,
Robinia viscosa,ROBVIS,Vent.,0,,CLAMMY LOCUST,Fabaceae,,UPL,shrub,W,advent,ROVI,,DI,adventive,,,,,
Rorippa aquatica,RORAQU,(Eaton) E.J. Palmer and Steyermark,10,syn,LAKE CRESS,Brassicaceae,,OBL,forb,PE,full,NEAQ2,T,DI,native,OBL,OBL,OBL,syn. Neobeckia aquatica,
Rorippa nasturtium-aquaticum,RORNAS,(L.) Hayek,0,syn,WATERCRESS,Brassicaceae,,OBL,forb,PE,partial,NAOF,,DI,adventive,OBL,OBL,OBL,syn. Nasturtium officile,
Rorippa palustris,RORPAL,(L.) Besser,2,syn,YELLOW CRESS,Brassicaceae,403.00,OBL,forb,AN,full,ROPA2,,DI,native,OBL,OBL,OBL,,
Rorippa sessiliflora,RORSES,(Nutt.) Hitch.,6,,SOUTHER YELLOW CRESS,Brassicaceae,,OBL,forb,AN,full,ROSE,,DI,native,OBL,OBL,OBL,,
Rorippa sp.,RORIPP,ND,,,ND,Brassicaceae,,ND,forb,ND,ND,RORIP,,DI,,,,,,
Rorippa sylvestris,RORSYL,(L.) Besser,0,syn,CREEPING YELLOW CRESS,Brassicaceae,,FACW,forb,PE,full,ROSY,,DI,adventive,FACW,OBL,OBL,,
Rosa arkansana,ROSARK,Porter,4,syn,PRAIRIE ROSE,Rosaceae,,(UPL),shrub,W,full,ROAR3,X,DI,native,FACU,FACU,FACU,,
Rosa blanda,ROSBLA,Aiton,4,,SMOOTH ROSE,Rosaceae,,FACU,shrub,W,full,ROBL,T,DI,native,FACU,FACU,FACU,,
Rosa canina,ROSCAN,L.,0,,DOG ROSE,Rosaceae,,UPL,shrub,W,advent,ROCA3,,DI,adventive,,,,,
Rosa carolina,ROSCAR,L.,4,,PASTURE ROSE,Rosaceae,,(UPL),shrub,W,full,ROCA4,,DI,native,FACU,FACU,FACU,,
Rosa eglanteria,ROSEGL,L.,0,,SWEETBRIAR,Rosaceae,,UPL,shrub,W,advent,ROEG,,DI,adventive,UPL,UPL,FACU,,
Rosa gallica,ROSGAL,L.,0,,FRENCH ROSE,Rosaceae,,(UPL),shrub,W,advent,ROGA,,DI,adventive,,,,,
Rosa majalis,ROSMAJ,Herrm.,0,,CINNAMON ROSE,Rosaceae,,(UPL),shrub,W,advent,ROMA81,,DI,adventive,,,,,
Rosa micrantha,ROSMIC,J. E. Smith,0,,CINNAMON ROSE,Rosaceae,,FACU,shrub,W,advent,ROMI,,DI,adventive,FACU,FACU,FACU,,
Rosa multiflora,ROSMUL,Thunb. ex Murray,0,,MULTIFLORA ROSE,Rosaceae,,FACU,shrub,W,advent,ROMU,,DI,adventive,FACU,FACU,FACU,,
Rosa nitida,ROSNIT,Willd.,0,,CINNAMON ROSE,Rosaceae,,(UPL),shrub,W,advent,RONI,,DI,adventive,FACW,,FACW,,
Rosa palustris,ROSPAL,Marshall,5,,SWAMP ROSE,Rosaceae,,OBL,shrub,W,full,ROPA,,DI,native,OBL,OBL,OBL,,
Rosa rugosa,ROSRUG,Thunb.,0,,RUGOSA ROSE,Rosaceae,,FACU-,shrub,W,advent,RORU,,DI,adventive,FACU,FACU,FACU,,
Rosa setigera,ROSSET,Michx.,4,,CLIMBING PRAIRIE ROSE,Rosaceae,406.00,FACU,shrub,W,full,ROSE2,,DI,native,FACU,FACU,FACU,,
Rosa sp.,ROSA,ND,,,ND,Rosaceae,,ND,shrub,W,ND,ROSA5,,DI,,,,,,
Rosa wichuraiana,ROSWIC,Crep.,0,,MEMORIAL ROSE,Rosaceae,,UPL,shrub,W,advent,ROWI,,DI,adventive,,,,,
Rosa wichuriana,ROSWIC,Crep.,0,,MEMORIAL ROSE,Rosaceae,,,shrub,W,advent,,,,,,,,,DI
Rotala ramosior,ROTRAM,(L.) Koehne,6,,TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,RORA,,DI,native,OBL,OBL,OBL,,
Rubus allegheniensis,RUBALL,Porter,1,,COMMON BLACKBERRY,Rosaceae,407.00,FACU-,shrub,W,full,RUAL,,DI,native,FACU,FACU,FACU,,
Rubus caesius,RUBCAE,L.,0,,EUROPEAN DEWBERRY,Rosaceae,,(FACU),shrub,W,advent,,,DI,adventive,,,FACU,,
Rubus discolor,RUBDIS,Weihe & Nees,0,,HIMALAYAN BLACKBERRY,Rosaceae,,(UPL),shrub,W,advent,RUAR9,,DI,adventive,UPL,UPL,UPL,syn. Rubus armeniacus,
Rubus flagellaris,RUBFLA,Willd.,0,,NORTHERN DEWBERRY,Rosaceae,408.00,FACU,shrub,W,partial,RUFL,,DI,adventive,FACU,FACU,FACU,,
Rubus hispidus,RUBHIS,L.,5,,SWAMP DEWBERRY,Rosaceae,409.00,FACW,forb,PE,partial,RUHI,,DI,native,FACW,FACW,FACW,,
Rubus idaeus L. var. strigosus,RUBIDAS,(Michx.) Maxim.,6,syn,WILD RED RASPBERRY,Rosaceae,,(FAC-),shrub,W,full,RUIDS2,,DI,native,FAC,FACU,FACU,syn. Rubus idaeus,
Rubus ideaus L. var. ideaus,RUBIDAI,L.,0,,RED RASPBERRY,Rosaceae,,(FAC-),shrub,W,full,RUIDI,,DI,adventive,FAC,FACU,FACU,syn. Rubus idaeus,
Rubus laciniatus,RUBLAC,Willd.,0,,CUT-LEAVED BLACKBERRY,Rosaceae,,(UPL),shrub,W,advent,RULA,,DI,adventive,UPL,UPL,UPL,,
Rubus occidentalis,RUBOCC,L.,1,,BLACK RASPBERRY,Rosaceae,,(UPL),shrub,W,full,RUOC,,DI,native,,,,,
Rubus odoratus,RUBODO,L.,5,,FLOWERING RASPBERRY,Rosaceae,,(UPL),shrub,W,full,RUOD,,DI,native,,,,,
Rubus parviflorus,RUBPAR,L.,0,,JAPANESE/TRAILING RASPBER.,Rosaceae,,(UPL),shrub,W,advent,,,DI,adventive,,FACU,FACU,,
Rubus pensilvanicus,RUBPEN,Poir.,1,,PENNSYLVANIA BLACKBERRY,Rosaceae,410.00,FACU,shrub,W,full,RUPE3,,DI,native,,,FACU,,
Rubus phoenicolasius,RUBPHO,Maxim.,0,,WINEBERRY,Rosaceae,,(UPL),shrub,W,advent,RUPH,,DI,adventive,,,FACU,,
Rubus pubescens,RUBPUB,Raf.,1,,DWARF RASPBERRY,Rosaceae,,FACW,forb,PE,partial,RUPU,,DI,native,FACW,FACW,FACW,,
Rubus sp.,RUBUS,ND,,,ND,Rosaceae,,ND,ND,ND,ND,RUBUS,,DI,,,,,,
Rubus trivialis,RUBTRI,Michx.,3,,COASTAL-PLAIN DEWBERRY,Rosaceae,552.00,FACU,shrub,W,partial,RUTR,E,DI,native,FACU,FACU,FACU,,
Rudbeckia fulgida,RUDFUL,Aiton,6,,ORANGE CONEFLOWER,Asteraceae,411.00,FAC,forb,PE,full,RUFU2,,DI,native,FAC,OBL,OBL,,
Rudbeckia hirta,RUDHIR,L.,1,,BLACK-EYED SUSAN,Asteraceae,412.00,FACU-,forb,PE,full,RUHI2,,DI,native,FACU,FACU,FACU,,
Rudbeckia laciniata,RUDLAC,l.,6,,GREEN-HEADED CONEFLOWER,Asteraceae,413.00,FACW,forb,PE,partial,RULA3,,DI,native,FACW,FACW,FACW,,
Rudbeckia sp.,RUDBEC,ND,,,ND,Asteraceae,,ND,forb,ND,ND,RUDBE,,DI,,,,,,
Rudbeckia triloba,RUDTRI,L.,5,,THREE-LOBED CONEFLOWER,Asteraceae,,FACU,forb,BI,full,RUTR2,,DI,native,FACU,FACU,FACU,,
Ruellia caroliniensis,RUECAR,(J.F. Gmel.) Steud.,4,,CAROLINA RUELLIA,Acanthaceae,,(UPL),forb,PE,full,RUCA4,,DI,native,FACU,FAC,FACU,,
Ruellia humilis,RUEHUM,Nutt.,6,,WILD PETUNIA,Acanthaceae,414.00,UPL,forb,PE,full,RUHU,,DI,native,FACU,FACU,FACU,,
Ruellia sp.,RUELLI,ND,,,ND,Acanthaceae,,ND,forb,PE,full,RUELL,,DI,,,,,,
Ruellia strepens,RUESTR,L.,5,,SMOOTH RUELLIA,Acanthaceae,,FAC,forb,PE,full,RUST2,,DI,native,FAC,FAC,FAC,,
Rumex acetosella,RUMACE,L.,0,,SHEEP SORREL,Polygonaceae,,UPL,forb,PE,advent,RUAC3,,DI,adventive,UPL,FACU,FACU,,
Rumex altissimus,RUMALT,A.W. Wood,2,,PALE DOCK,Polygonaceae,,FACW-,forb,PE,full,RUAL4,,DI,native,FACW,FACW,FACW,,
Rumex conglomeratus,RUMCON,Murray,0,,CLUSTERED DOCK,Polygonaceae,,FAC,forb,PE,advent,RUCO2,,DI,adventive,FAC,FACW,FACW,,
Rumex crispus,RUMCRI,L.,0,,CURLY DOCK,Polygonaceae,,FACU,forb,PE,advent,RUCR,,DI,adventive,FAC,FAC,FAC,,
Rumex maritimus,RUMMAR,L.,0,,GOLDEN DOCK,Polygonaceae,415.00,FACW,forb,AN,advent,RUMA4,,DI,adventive,OBL,FACW,FACW,syn. Rumex fueginus,
Rumex obtusifolius,RUMOBT,L.,0,,BITTER DOCK,Polygonaceae,,FACU-,forb,PE,advent,RUOB,,DI,adventive,FACU,FACW,FAC,,
Rumex orbiculatus,RUMORB,A. Gray,5,,GREAT WATER DOCK,Polygonaceae,,OBL,forb,PE,full,RUOR2,,DI,native,,,,,
Rumex patienta,RUMPAT,L.,0,,PATIENCE DOCK,Polygonaceae,,,forb,PE,advent,,,,,,,,,DI
Rumex patientia,RUMPAT,L.,0,,PATIENCE DOCK,Polygonaceae,,(UPL),forb,PE,advent,RUPA5,,DI,adventive,,,,,
Rumex sp.,RUMEX,ND,,,ND,Polygonaceae,,ND,forb,ND,ND,RUMEX,,DI,,,,,,
Rumex verticillatus,RUMVER,L.,6,,SWAMP DOCK,Polygonaceae,,OBL,forb,PE,full,RUVE3,,DI,native,OBL,OBL,OBL,,
Ruppia cirrhosa,RUPCIR,(Petagna) Grande,3,syn,DITCH-GRASS,Ruppiaceae,416.00,(OBL),forb,PE,full,RUCI2,,MO,native,OBL,OBL,OBL,,
Sabatia angularis,SABANG,(L.) Pursh,4,,ROSE-PINK,Gentianaceae,,FAC+,forb,BI,full,SAAN,,DI,native,FAC,FAC,FAC,,
Saccharum alopecuroides,SACALO,(L.) Nutt.,6,syn,SILVER PLUME GRASS,Poaceae,539.00,FAC,grass,PE,full,SAAL21,E,MO,native,FAC,FACU,FACU,,
